Course Name,Difficulty Level,Course Rating,Course URL,category,skills_clean
Querying Databases Using SQL SELECT statement,Advanced,4.6,https://www.coursera.org/learn/querying-databases-using-sql-select-statement,Cloud & DevOps,information retrieval select (sql) mysql ascendency databases sql modulo operation ternary conditional operator join (sql) null coalescing operator data-science data-analysis
Named Entity Recognition using LSTMs with Keras,Beginner,4.3,https://www.coursera.org/learn/named-entity-recognition-lstm-keras-tensorflow,Data Science & ML,natural language processing information extraction keras front and back ends recurrent neural network long short-term memory machine translation named-entity recognition network model machine learning data-science machine-learning
Light Emitting Diodes and Semiconductor Lasers,Advanced,3.6,https://www.coursera.org/learn/leds-semiconductor-lasers,Data Science & ML,electronics energy fiber optics optics algorithm electrical engineering deep learning materials signal processing material (computer graphics) homework physical-science-and-engineering electrical-engineering
Intermediate Pandas Python Library for Data Science,Beginner,4.4,https://www.coursera.org/learn/intermediate-pandas-python-library-data-science,Data Science & ML,pandas python programming missing data applied machine learning machine learning fintech concatenation data science numpy deep learning data-science data-analysis
Machine Learning Feature Selection in Python,Beginner,3.6,https://www.coursera.org/learn/machine-learning-feature-selection-in-python,Data Science & ML,recursion mathematical optimization bootstrap aggregating correlation and dependence hyperparameter hyperparameter optimization machine learning model selection feature selection lasso (programming language) data-science machine-learning
IT Security: Defense against the digital dark arts,Beginner,4.7,https://www.coursera.org/learn/it-security,Cybersecurity,wireless wireless security authentication encryption information security network security cryptography security system security network monitoring information-technology security
Introduction to Data Analytics for Business,Advanced,4.6,https://www.coursera.org/learn/data-analytics-business,Data Science & ML,analysis analytics sql business analysis relational database data analysis data model databases business analytics modeling data-science data-analysis
Blockchain Basics,Beginner,4.5,https://www.coursera.org/learn/blockchain-basics,Cybersecurity,smart contract bitcoin network bitcoin cryptography hashing cryptocurrency blockchain ethereum proof-of-work system public-key cryptography computer-science software-development
Introduction to Structured Query Language (SQL),Intermediate,4.7,https://www.coursera.org/learn/intro-sql,Data Science & ML,phpmyadmin databases sql relational database sql server mysql database model modeling database design leadership and management computer-science mobile-and-web-development
Explore stock prices with Spark SQL,Beginner,4.4,https://www.coursera.org/learn/data-exploration-spark-sql,Data Science & ML,analysis sql stock statistical analysis saving project mine project general statistics interactivity apache spark data-science data-analysis
Introduction to Unit Testing in Jest - The Fundamentals,Beginner,5.0,https://www.coursera.org/learn/unit-testing-in-jest,Data Science & ML,application programming interfaces writing user (computing) regular expression video game development python programming software testing logic gate data type unit testing computer-science software-development
Manipulating Data with SQL,Beginner,4.6,https://www.coursera.org/learn/manipulating-data-with-sql,Data Science & ML,system u table (database) relational database database management systems databases database design sql rowing data retrieval unique key information-technology data-management
"Performing Network, Path, and Text Analyses in SAS Visual Analytics",Advanced,4.8,https://www.coursera.org/learn/network-path-text-analyses-sas-va,Data Science & ML,analysis path (variable) business analytics text mining map analytics spss google analytics data analysis network analysis data-science data-analysis
Cybersecurity Compliance Framework & System Administration,Beginner,4.6,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration,Cybersecurity,encryption digital signature security security compliance security management hashing iso/iec 27001:2013 cryptography cyber security standards signature information-technology security
Business Analytics Executive Overview,Beginner,4.5,https://www.coursera.org/learn/business-analytics-executive-overview,Data Science & ML,data visualization quantum computing business analytics recruitment analytics closed-form expression chart business intelligence euler's totient function data warehousing business leadership-and-management
Programming Mobile Applications for Android Handheld Systems: Part 1,Intermediate,4.5,https://www.coursera.org/learn/android-programming,Mobile Development,user interface software computer programming lecture mobile app android development mobile development software engineering html android studio computer-science mobile-and-web-development
Linear Regression with NumPy and Python,Beginner,4.4,https://www.coursera.org/learn/linear-regression-numpy-python,Data Science & ML,matplotlib machine learning linearity gradient computer programming numpy gradient descent linear regression python programming regression data-science machine-learning
Applying Data Analytics in Marketing,Advanced,4.4,https://www.coursera.org/learn/applying-data-analytics-business-in-marketing,Data Science & ML,data analysis analytics advertising a/b testing conjoint analysis analysis relative change and difference market analysis marketing marketing strategy business leadership-and-management
Google Cloud Product Fundamentals,Beginner,4.7,https://www.coursera.org/learn/google-cloud-product-fundamentals,Cloud & DevOps,cost culture google cloud platform cloud platforms multicloud application development collaboration training total cost of ownership cloud computing business business-strategy
AWS Fundamentals: Building Serverless Applications,Beginner,4.7,https://www.coursera.org/learn/aws-fundamentals-building-serverless-applications,Cloud & DevOps,amazon web services serverless computing amazon cloudfront continuous integration web service application programming interfaces cloud computing lexical analysis web amazon dynamodb information-technology cloud-computing
Building Data Visualization Tools,Beginner,3.8,https://www.coursera.org/learn/r-data-visualization,Data Science & ML,scatter plot graphical model r programming map data visualization interactivity ggplot2 mapping computer graphics euler's totient function data-science data-analysis
"GIS Data Formats, Design and Quality",Advanced,4.8,https://www.coursera.org/learn/gis-data,Data Science & ML,arcgis geographic information system analysis spatial analysis spatial data analysis data analysis general statistics data management map leadership and management physical-science-and-engineering environmental-science-and-sustainability
Git for Developers Using Github,Beginner,4.5,https://www.coursera.org/learn/git-for-developers-using-github,Data Science & ML,project distributed version control fork (system call) software editing git (software) repurchase agreement python programming computer programming github computer-science software-development
Digital Footprint,Intermediate,4.6,https://www.coursera.org/learn/digital-footprint,Cybersecurity,footprint privacy average choice death digital footprint social media digital forensics forensic psychology forensic science personal-development personal-development
"Support Vector Machines in Python, From Start to Finish",Beginner,4.6,https://www.coursera.org/learn/support-vector-machines-in-python,Data Science & ML,human error assessment and reduction technique tensorflow machine learning test set support vector machine mathematical optimization categorical data statistical classification python programming data-science data-analysis
Predicting House Prices with Regression using TensorFlow,Beginner,4.5,https://www.coursera.org/learn/tensorflow-beginner-predicting-house-prices-regression,Data Science & ML,r programming regression analysis regression deep learning python programming machine learning artificial neural networks keras tensorflow analysis data-science machine-learning
Python and Statistics for Financial Analysis,Advanced,4.4,https://www.coursera.org/learn/python-statistics-financial-analysis,Data Science & ML,data analysis python programming financial modeling analysis finance trading general statistics computer programming statistical analysis financial analysis business finance
Build Your Portfolio Website with HTML and CSS,Beginner,4.5,https://www.coursera.org/learn/build-portfolio-website-html-css,Web Development,web development css github project html and css web design html html5 web page web computer-science mobile-and-web-development
Set up Google Analytics for a single page website,Beginner,4.6,https://www.coursera.org/learn/set-up-google-analytics-on-single-page-applications,Data Science & ML,web entrepreneurship tracking analytics google analytics data analysis accounting personalization workaround web analytics business marketing
AI Workflow: AI in Production,Advanced,4.2,https://www.coursera.org/learn/ibm-ai-workflow-ai-production,Cloud & DevOps,standard score microservices process time series monitor mode evaluation unit testing machine code application programming interfaces performance data-science machine-learning
Cryptography,Advanced,4.5,https://www.coursera.org/learn/cryptography,Cybersecurity,message authentication numbers (spreadsheet) hashing digital signature encryption public-key cryptography authentication signature cryptography number theory computer-science computer-security-and-networks
Quick resumeCreator with JavaScript,Advanced,3.6,https://www.coursera.org/learn/resume-creator-javascript,Web Development,javascript web development leadership and management web page web documents internet project networks html project computer-science mobile-and-web-development
Particle Dynamics,Beginner,4.7,https://www.coursera.org/learn/particle-dynamics,Web Development,law mechanical engineering integral angular physics linearity flow network energy chemistry lecture physical-science-and-engineering mechanical-engineering
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Intermediate,4.8,https://www.coursera.org/learn/dynamics,Web Development,angular electrical engineering electrical work aerospace engineering calibration pik loan transportation engineering translation energy conservation mechanical engineering physical-science-and-engineering mechanical-engineering
Applied Social Network Analysis in Python,Advanced,4.6,https://www.coursera.org/learn/python-social-network-analysis,Data Science & ML,network analysis graphs computer programming network theory python programming analysis social network graph theory machine learning social network analysis data-science data-analysis
"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",Advanced,4.1,https://www.coursera.org/learn/reverse-and-complement-nucleic-acid-sequences-using-python,Data Science & ML,acid biopython program evaluation machine learning dna project evaluation computer programming project networks python programming data-science data-analysis
Qualitative Data Analysis with MAXQDA Software,Intermediate,5.0,https://www.coursera.org/learn/qualitative-data-analysis-with-maxqda-software,Data Science & ML,process qualitative research codebase analysis qualitative data analysis market segmentation quotation data analysis thematic analysis qualitative analysis life-sciences health-informatics
Support Vector Machine Classification in Python,Beginner,4.4,https://www.coursera.org/learn/support-vector-machine-classification-python,Data Science & ML,algorithms pandas classification algorithms python programming statistical classification machine learning test set hindley milner type system numpy support vector machine data-science machine-learning
Continuous Delivery & DevOps,Intermediate,4.6,https://www.coursera.org/learn/uva-darden-continous-delivery-devops,Cloud & DevOps,integration testing test automation unit testing software testing devops system testing continuous testing continuous integration software continuous delivery computer-science software-development
The History of Modern Israel � Part I: From an Idea to a State,Intermediate,4.4,https://www.coursera.org/learn/history-israel,Data Science & ML,language art history machine learning israel middle east analysis holocaust history war arts-and-humanities history
Data Analytics for Lean Six Sigma,Advanced,4.8,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,Data Science & ML,minitab data analysis general statistics statistical analysis six sigma analysis regression lean six sigma trigonometric integral regression analysis data-science data-analysis
Foundations of strategic business analytics,Advanced,4.4,https://www.coursera.org/learn/strategic-business-analytics,Data Science & ML,project management analysis analytics r programming credit scoring data analysis computer programming business analytics business analysis presentation business business-essentials
Implementing Hangman Game Using Basics of Python 3,Beginner,4.3,https://www.coursera.org/learn/implementing-hangman-game-using-basics-of-python-3,Data Science & ML,usability recursive function computer programming web service video game development recursion project machine learning python programming euler's totient function computer-science software-development
Introduction to JavaScript,Beginner,4.4,https://www.coursera.org/learn/introduction-javascript,Web Development,mobile development html php web development syntax computer programming javascript text editors project externality computer-science mobile-and-web-development
Build a Data Science Web App with Streamlit and Python,Beginner,4.6,https://www.coursera.org/learn/data-science-streamlit-python,Data Science & ML,project python libraries web python programming html web development application design computer programming machine learning web application data-science machine-learning
Testing and Debugging Python,Beginner,4.4,https://www.coursera.org/learn/testing-and-debugging-python,Data Science & ML,debuggers software c++ euler's totient function software testing python programming sorting algorithm sorting software bug frama-c computer-science software-development
Designing data-intensive applications,Beginner,4.3,https://www.coursera.org/learn/data-intensive-applications,Data Science & ML,applied data mining databases coping with sql user requirements document .properties relational database data-intensive computing data mining acid data-science data-analysis
Building Web Applications in PHP,Beginner,4.7,https://www.coursera.org/learn/web-applications-php,Web Development,web development web application php html5 web php syntax and semantics syntax html html and css css computer-science mobile-and-web-development
Foundations of Data Science: K-Means Clustering in Python,Intermediate,4.7,https://www.coursera.org/learn/data-science-k-means-clustering-python,Data Science & ML,unsupervised learning data clustering algorithms computer programming ipython machine learning k-means clustering graphs numpy cluster analysis python programming data-science machine-learning
Basic Cryptography and Programming with Crypto API,Advanced,4.1,https://www.coursera.org/learn/basic-cryptography-and-crypto-api,Cybersecurity,application programming interfaces cipher cryptography symmetric-key algorithm block cipher block cipher mode of operation quantum key distribution key size computer programming digital signature computer-science computer-security-and-networks
Kinematics: Describing the Motions of Spacecraft,Advanced,4.9,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,Web Development,fluid mechanics framing angular computational fluid dynamics observation measurement matrices mapping astronomy satellite physical-science-and-engineering physics-and-astronomy
Responsive Website Development and Design Capstone,Advanced,4.6,https://www.coursera.org/learn/responsive-web-design-capstone,Web Development,full-stack web development web development html visual guide user journey front-end web development wordpress web design graphic design computer-science mobile-and-web-development
"Server-side Development with NodeJS, Express and MongoDB",Advanced,4.6,https://www.coursera.org/learn/server-side-nodejs,Cloud & DevOps,application programming interfaces web front and back ends mongodb authentication node.js representational state transfer oauth https server-side computer-science mobile-and-web-development
Perform Feature Analysis with Yellowbrick,Beginner,4.8,https://www.coursera.org/learn/feature-analysis-yellowbrick,Data Science & ML,parallel coordinates rankings analysis scatter plot project unified parallel c employment python programming machine learning scikit-learn data-science machine-learning
Web Application Development: Basic Concepts,Advanced,4.5,https://www.coursera.org/learn/web-app,Web Development,active record pattern ruby on rails web javascript ajax (programming) html middleware ruby (programming language) full-stack web development web application computer-science mobile-and-web-development
Exploratory Data Analysis with MATLAB,Beginner,4.8,https://www.coursera.org/learn/exploratory-data-analysis-matlab,Data Science & ML,categorical data c file input/output data type data visualization data analysis exploratory data analysis analysis correlation and dependence summary statistics matlab data-science data-analysis
Network Data Science with NetworkX and Python,Beginner,4.5,https://www.coursera.org/learn/networkx,Data Science & ML,network science centrality random graphs graph theory randomness empirical evidence graphs python programming complex network network analysis data-science data-analysis
Cybersecurity Capstone Project,Advanced,3.6,https://www.coursera.org/learn/cyber-security-capstone,Cloud & DevOps,cryptographic algorithms web hosting service software engineering security github web development software system encryption software testing cryptography computer-science computer-security-and-networks
Deep Learning for Business,Beginner,4.3,https://www.coursera.org/learn/deep-learning-business,Data Science & ML,deep learning artificial neural networks herbicides machine learning human learning recurrent neural network handwriting recognition business modeling operations management speech recognition business business-strategy
Style Tables with CSS,Beginner,4.8,https://www.coursera.org/learn/style-html-tables-css,Web Development,display devices html web web page css javascript project .properties web development hashing computer-science mobile-and-web-development
"Coding for Designers, Managers, & Entrepreneurs I",Beginner,4.3,https://www.coursera.org/learn/uva-coding-for-design-managers-1,Web Development,user interface entrepreneurship html and css debugging web html css design brief user experience user story business entrepreneurship
Google Cloud Platform Big Data and Machine Learning Fundamentals,Intermediate,4.6,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,Data Science & ML,google cloud dataproc machine learning google cloud platform big data cloud storage dataflow bigquery cloud platforms cloud computing human learning data-science machine-learning
Hybrid Cloud Infrastructure Foundations with Anthos,Intermediate,4.7,https://www.coursera.org/learn/hybrid-cloud-infrastructure-foundations-anthos,Cloud & DevOps,workload cloud computing google cloud platform it service management data clustering algorithms enabling cloud platforms target audience authentication solution stack information-technology cloud-computing
Increasing Real Estate Management Profits: Harnessing Data Analytics,Advanced,4.7,https://www.coursera.org/learn/analytics-capstone,Data Science & ML,software data analysis mysql analysis sql tableau software method of analytic tableaux microsoft excel business analytics .properties data-science data-analysis
Create a Simple Project Timeline in Google Sheets,Beginner,4.6,https://www.coursera.org/learn/create-a-simple-project-timeline,Data Science & ML,presentation sql leadership and management creative writing project python programming verification and validation project management numbers (spreadsheet) finance business finance
Framework for Data Collection and Analysis,Beginner,4.1,https://www.coursera.org/learn/data-collection-framework,Data Science & ML,general statistics data generating process process surveying survey data collection analysis survey methodology methodology data analysis data quality data-science data-analysis
Azure Infrastructure Fundamentals,Advanced,4.2,https://www.coursera.org/learn/azure-infrastructure,Cloud & DevOps,microsoft azure machine learning coroutine openshift sap erp reliability engineering archimate blockchain windows services site reliability engineering computer-science computer-security-and-networks
Serving Tensorflow Models with a REST API,Beginner,4.3,https://www.coursera.org/learn/serving-tensorflow-models-with-rest-api,Data Science & ML,tensorflow application programming interfaces experiment reinforcement euler's totient function representational state transfer mathematical optimization machine learning interfaces reinforcement learning data-science machine-learning
iOS App Development Basics,Intermediate,4.2,https://www.coursera.org/learn/ios-app-development-basics,Mobile Development,interfaces mobile development java annotation xcode interface builder user interface application programming interfaces ios development application design swift programming computer-science mobile-and-web-development
Big Data Analysis with Scala and Spark,Beginner,4.6,https://www.coursera.org/learn/scala-spark-big-data,Data Science & ML,functional programming apache spark sql big data unified parallel c distributed computing scala programming apache mathematical optimization computer programming computer-science algorithms
Build an App in Android Studio using Activities,Beginner,4.4,https://www.coursera.org/learn/build-an-app-in-android-studio-using-activities,Mobile Development,kivy application design xml xamarin google app engine software engineering android development project miui mobile app computer-science mobile-and-web-development
TensorFlow Serving with Docker for Model Deployment,Advanced,4.9,https://www.coursera.org/learn/tensorflow-serving-docker-model-deployment,Data Science & ML,pytorch machine learning inference python programming statistical classification modeling deep learning euler's totient function tensorflow representational state transfer data-science machine-learning
Introduction to Statistics & Data Analysis in Public Health,Advanced,4.7,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health,Data Science & ML,general statistics computer programming rstudio statistical analysis analysis hypothesis statistical hypothesis testing hypothesis testing r programming chi-squared distribution life-sciences public-health
Relational Database Support for Data Warehouses,Advanced,4.6,https://www.coursera.org/learn/dwrelational,Data Science & ML,data integration data governance null coalescing operator business intelligence sql modulo operation databases relational database ternary conditional operator data warehousing data-science data-analysis
Create Python Linux Script to Generate a Disk Usage Report,Beginner,4.4,https://www.coursera.org/learn/python-linux-script-disk-usage-report,Data Science & ML,directory structure command (computing) web java annotation command-line interface shell script web application disk space python programming windowing systems computer-science software-development
Simple Nearest Neighbors Regression and Classification,Beginner,5.0,https://www.coursera.org/learn/simple-nearest-neighbors-regression-and-classification,Data Science & ML,principle algorithms regression supervision machine learning genetics decision making hindley milner type system statistical classification hand data-science machine-learning
NoSQL systems,Intermediate,3.8,https://www.coursera.org/learn/nosql-databases,Data Science & ML,graph database scalability key-value databases relational database in-memory database sql graphs databases nosql mongodb data-science data-analysis
Create Your First Web App with Python and Flask,Beginner,4.5,https://www.coursera.org/learn/python-flask,Data Science & ML,web development python programming web application electronics sqlalchemy flask computer programming web full-stack web development security computer-science software-development
Real-Time Cyber Threat Detection and Mitigation,Advanced,4.6,https://www.coursera.org/learn/real-time-cyber-threat-detection,Cybersecurity,threat stateful firewall network security security security through obscurity threat (computer) file transfer protocol firewall (computing) enterprise private network intrusion detection systems computer-science computer-security-and-networks
Six Sigma Tools for Define and Measure,Beginner,4.6,https://www.coursera.org/learn/six-sigma-tools-define-measure,Data Science & ML,project project management data analysis analysis leadership and management six sigma trigonometric integral general statistics basic descriptive statistics measurement business business-essentials
Predict Future Product Prices Using Facebook Prophet,Beginner,4.4,https://www.coursera.org/learn/prophet-timeseries-prediction,Data Science & ML,python programming time series forecasting test set compiler forecasting time series algorithmic trading predictive modelling matplotlib machine learning data-science machine-learning
Fundamentals of Kubernetes Deployment,Beginner,4.4,https://www.coursera.org/learn/kubernetes-deployment,Cloud & DevOps,kubernetes switch installation cloud computing hybrid scheduling microservices pytorch cgns rmon distributed computing stackable switch computer-science mobile-and-web-development
Browser-based Models with TensorFlow.js,Intermediate,4.7,https://www.coursera.org/learn/browser-based-models-tensorflow,Data Science & ML,tensorflow artificial neural networks callback (computer programming) sprite (computer graphics) javascript webcams rock paper scissors modeling rockbox human learning computer-science software-development
Digital Marketing Analytics in Theory,Intermediate,4.5,https://www.coursera.org/learn/marketing-analytics,Data Science & ML,web analytics digital marketing web analytics marketing analysis market (economics) market analysis data analysis moment of truth (marketing) data-science data-analysis
API Security on Google Cloud's Apigee API Platform,Intermediate,4.6,https://www.coursera.org/learn/api-security-apigee-gcp,Cybersecurity,keystore security application programming interfaces json cryptography authentication representational state transfer oauth transporting json web token computer-science software-development
AWS Fundamentals: Migrating to the Cloud,Intermediate,4.5,https://www.coursera.org/learn/aws-fundamentals-cloud-migration,Cloud & DevOps,amazon web services databases cloud computing application programming interfaces cloud computing security web node.js system migration network administrator web service information-technology data-management
Build a film club web app on Google AppEngine,Beginner,4.6,https://www.coursera.org/learn/build-a-film-club-web-app-with-google-appengine,Data Science & ML,python programming flask unix shells web application operating systems django (web framework) web web service film ordered pair computer-science software-development
"Big Data Essentials: HDFS, MapReduce and Spark RDD",Advanced,3.3,https://www.coursera.org/learn/big-data-essentials,Data Science & ML,clustered file system computer programming mapreduce big data python programming apache hadoop apache spark distributed file systems apache file system computer-science software-development
iOS App Store & In-App Purchases,Advanced,4.5,https://www.coursera.org/learn/ios-swift-app-store-in-app-purchase,Mobile Development,ios development troubleshooting modeling purchasing failure xcode mobbing swift programming user experience user interface computer-science mobile-and-web-development
Fundamentals of Machine Learning in Finance,Advanced,3.3,https://www.coursera.org/learn/fundamentals-machine-learning-in-finance,Data Science & ML,mathematical finance optimal control machine learning reinforcement learning estimation risk t-distributed stochastic neighbor embedding latent variable stock finance data-science machine-learning
"Smart Analytics, Machine Learning, and AI on GCP",Beginner,4.6,https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp,Data Science & ML,added value cloud computing cloud platforms modeling application programming interfaces latex bigquery natural language processing google cloud platform machine learning information-technology cloud-computing
Introduction to Business Analytics with R,Advanced,4.4,https://www.coursera.org/learn/business-analytics-r,Data Science & ML,lecture rstudio business analytics software r programming data analysis exploratory data analysis applied statistics utility analytics business business-essentials
Fundamentals of GIS,Intermediate,4.8,https://www.coursera.org/learn/gis,Data Science & ML,cartography arcgis arcmap gis software data analysis map geographic information system software analysis spatial data analysis physical-science-and-engineering environmental-science-and-sustainability
Python Dynamic HTML Web Server,Beginner,4.6,https://www.coursera.org/learn/python-dynamic-html-web-server,Data Science & ML,web server web page php command-line interface web python programming dynamic web page internet of things html web development computer-science mobile-and-web-development
Market Research and Consumer Behavior,Beginner,4.4,https://www.coursera.org/learn/market-research,Data Science & ML,market (economics) data analysis process analysis consumer behaviour marketing research market research market analysis behavior marketing business marketing
Machine Learning for All,Intermediate,4.7,https://www.coursera.org/learn/uol-machine-learning-for-all,Data Science & ML,robotics machine learning artificial neural networks training algorithms tensorflow statistical classification modeling human learning deep learning computer-science software-development
Build a Budget and Analyze Variance using Google Sheets,Beginner,4.4,https://www.coursera.org/learn/budget-analyze-variance-google-sheets,Data Science & ML,analysis of variance finance budget analysis communication data analysis variance budget analysis project mine project business finance
Understanding Clinical Research: Behind the Statistics,Beginner,4.8,https://www.coursera.org/learn/clinical-research,Data Science & ML,hypothesis statistical analysis clinical research general statistics data analysis analysis statistical hypothesis testing statistical tests statistical methods life-sciences research
PyCaret: Anatomy of Classification,Advanced,4.0,https://www.coursera.org/learn/pycaret-classification,Data Science & ML,general statistics statistical classification performance ensembles of classifiers stack (abstract data type) modeling machine learning source lines of code project project mine data-science data-analysis
Create Customer Support Data with Google Sheets,Beginner,4.6,https://www.coursera.org/learn/create-customer-support-data-with-google-sheets,Data Science & ML,customer support analysis microsoft excel microsoft access finance data analysis microsoft visio critical thinking utility leadership and management business leadership-and-management
Starting GUI Programming with JavaFX,Beginner,4.7,https://www.coursera.org/learn/gui-programming-javafx,Data Science & ML,python programming recursively enumerable set numbers (spreadsheet) computer programming user interface design software engineering language drag and drop javafx pointing device gesture computer-science software-development
Introduction to Relational Database and SQL,Beginner,4.5,https://www.coursera.org/learn/introduction-to-relational-database-and-sql,Cloud & DevOps,mysql workbench mysql leadership and management sorting oracle database databases sql relational database management system relational database associative entity computer-science software-development
Create Online Employee Onboarding Course with Eduflow,Beginner,4.7,https://www.coursera.org/learn/online-employee-onboarding-eduflow,Data Science & ML,business project onboarding brand human resources deep learning flow network employment culture interactive learning business leadership-and-management
TensorFlow for CNNs: Learn and Practice CNNs,Beginner,4.464150943396226,https://www.coursera.org/learn/tensorflow-for-cnns-learn-and-practice-cnns,Data Science & ML,tensorflow convolutional neural network world file exercise series a round project artificial neural networks deep learning statistical classification modeling data-science machine-learning
CRUD Operations using MongoDB NoSQL,Beginner,4.5,https://www.coursera.org/learn/crud-operations-using-mongodb-nosql,Cloud & DevOps,documents rowing continuous function mongodb mapreduce smoothing nosql operations management databases relational database information-technology data-management
Custom Reports in Google Analytics,Beginner,4.7,https://www.coursera.org/learn/custom-reports-in-google-analytics,Data Science & ML,analytics google analytics organizing (management) map r programming project mine analysis ordered pair traffic analysis big data data-science data-analysis
Create Technical Stock Charts Using R and Quantmod,Beginner,4.6,https://www.coursera.org/learn/create-technical-stock-charts-r-quantmod,Data Science & ML,graphs machine learning data analysis euler's totient function randomness studentized residual test set ggplot2 rstudio technical analysis data-science data-analysis
Business Applications of Hypothesis Testing and Confidence Interval Estimation,Beginner,4.8,https://www.coursera.org/learn/hypothesis-testing-confidence-intervals,Data Science & ML,confidence interval relative change and difference data analysis hypothesis testing analysis statistical hypothesis testing microsoft excel general statistics hypothesis confidence data-science data-analysis
Game Developers and Esports Organizations,Beginner,4.5,https://www.coursera.org/learn/game-developers-esports-organizations,Cybersecurity,sports law evaluation ordered pair identity management positioning (marketing) video game development sports brand identity audit business leadership-and-management
Data Analytics in Accounting Capstone,Advanced,4.464150943396226,https://www.coursera.org/learn/accounting-data-analytics-capstone,Data Science & ML,data analysis qualitative data analysis financial accounting loan origination vensim machine learning servqual accounting worldmap overfitting data-science data-analysis
Beginning SQL Server,Beginner,4.5,https://www.coursera.org/learn/beginning-sql-server,Data Science & ML,backup sql server management studio microsoft sql server project table (database) sql server sql leadership and management databases switches information-technology data-management
Getting Started with Google Kubernetes Engine,Intermediate,4.4,https://www.coursera.org/learn/google-kubernetes-engine,Cloud & DevOps,jenkins (software) software continuous delivery google cloud platform spinnaker cloud computing kubernetes cloud platforms deployment environment continuous integration information-technology cloud-computing
Build a Firebase Android Application (Part II),Advanced,4.5,https://www.coursera.org/learn/firebase-android-app-2,Mobile Development,security data structures cloud computing security android development application development c dynamic memory allocation login data integrity continuations authentication information-technology cloud-computing
Inferential Statistics,Advanced,4.7,https://www.coursera.org/learn/inferential-statistics-intro,Data Science & ML,chi-squared distribution hypothesis testing statistical hypothesis testing hypothesis analysis general statistics statistical inference computer programming r programming inference data-science probability-and-statistics
Ruby on Rails: An Introduction,Intermediate,4.5,https://www.coursera.org/learn/ruby-on-rails-intro,Cloud & DevOps,language github web unit testing ruby (programming language) rubygems ruby on rails web development rspec computer programming computer-science mobile-and-web-development
Linux for Developers,Advanced,4.4,https://www.coursera.org/learn/linux-for-developers,Cloud & DevOps,interfaces systems monitoring networking hardware java annotation command-line interface booting unix unix shells file shortcut bash (unix shell) computer-science software-development
Simulation and modeling of natural processes,Advanced,3.7,https://www.coursera.org/learn/modeling-simulation-natural-processes,Data Science & ML,modeling numerical analysis agent-based model cellular automata modeling and simulation computational fluid dynamics python programming queueing theory simulation process physical-science-and-engineering research-methods
Managing Network Security,Advanced,4.7,https://www.coursera.org/learn/managing-network-cybersecurity,Cybersecurity,wireless cisco microarchitecture web network security crime privacy internet cryptography security information-technology security
Introduction to MongoDB,Advanced,4.2,https://www.coursera.org/learn/introduction-mongodb,Data Science & ML,flask operating systems computer programming nosql databases web application mongodb matplotlib python programming spring framework information-technology data-management
Machine Learning Foundations: A Case Study Approach,Intermediate,4.5,https://www.coursera.org/learn/ml-foundations,Data Science & ML,human learning regression machine learning graphlab statistical classification linearity algorithms computer programming python programming analysis data-science machine-learning
AWS: Publish a NodeJS Website from Scratch,Beginner,4.4,https://www.coursera.org/learn/aws-publish-nodejs-website-from-scratch,Web Development,react (web framework) download ip address project mine english language web project node.js upload javascript information-technology cloud-computing
Google Cloud Platform Fundamentals: Core Infrastructure,Intermediate,4.7,https://www.coursera.org/learn/gcp-fundamentals,Cloud & DevOps,google cloud platform big data cloud infrastructure google storage cloud storage bigquery cloud platforms kubernetes cloud computing google app engine information-technology cloud-computing
Cybersecurity and Its Ten Domains,Intermediate,4.1,https://www.coursera.org/learn/cyber-security-domain,Cybersecurity,cyber-security regulation cryptography access control information security business continuity security planning network security leadership and management encryption computer-science computer-security-and-networks
Version Control with Git,Intermediate,4.7,https://www.coursera.org/learn/version-control-with-git,Cloud & DevOps,version control command-line interface git (software) bitbucket software software versioning github distributed version control version control systems mergers & acquisitions computer-science software-development
Big data and Language 1,Beginner,4.4,https://www.coursera.org/learn/big-data-language-1,Data Science & ML,big data natural language processing sql search engine optimization corpus linguistics machine learning linguistics computational linguistics relative change and difference language language-learning learning-english
AWS Fundamentals: Addressing Security Risk,Intermediate,4.3,https://www.coursera.org/learn/aws-fundamentals-addressing-security-risk,Cloud & DevOps,amazon web services identity management risk web service security leadership and management cloud computing security cloud computing web databases information-technology cloud-computing
Image Compression with K-Means Clustering,Beginner,4.6,https://www.coursera.org/learn/scikit-learn-k-means-clustering-image-compression,Data Science & ML,interactivity k-means clustering python programming kalman filter algorithms image compression widget toolkits machine learning data clustering algorithms data-science machine-learning
Neural Network from Scratch in TensorFlow,Beginner,4.4,https://www.coursera.org/learn/neural-network-tensorflow,Data Science & ML,computer programming artificial neural networks network model c++ machine learning automatic differentiation hindley milner type system gradient python programming tensorflow data-science machine-learning
Supply Chain Analytics,Beginner,4.7,https://www.coursera.org/learn/supply-chain-analytics,Data Science & ML,supply chain strategy supply chain analysis planning push pull strategy analytics data analysis strategy supply chain analytics chaining business business-essentials
